Agency,SKU,YearMonth,Volume,Avg_Max_Temp,Price,Sales,Promotions,Industry_Volume,Soda_Volume,Easter Day,Good Friday,New Year,Christmas,Labor Day,Independence Day,Revolution Day Memorial,Regional Games ,FIFA U-17 World Cup,Football Gold Cup,Beer Capital,Music Fest,Avg_Population_2017,Avg_Yearly_Household_Income_2017
Agency_11,SKU_01,201403,330.372,29.7525,1243.6875,1089.098112,154.589388,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,135561,100461
Agency_23,SKU_02,201403,43.848,30.85617978,1256.395012,993.6995076,262.6955044,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,49101,90240
Agency_27,SKU_03,201403,3842.87025,32.43030303,1361.385591,1120.756049,240.629542,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,1588818,218862
Agency_11,SKU_02,201403,16.092,29.7525,1243.6875,1138.796141,104.891359,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,135561,100461
Agency_23,SKU_05,201403,554.8437,30.85617978,1439.560059,1267.22243,172.337629,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,49101,90240
Agency_02,SKU_11,201403,0.0,28.89534884,0.0,0.0,0.0,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,3137874,240809
Agency_02,SKU_12,201403,45.525,28.89534884,1104.03,1104.03,0.0,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,3137874,240809
Agency_11,SKU_05,201403,4.9203,29.7525,1439.683098,1388.52067,51.162428,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,135561,100461
Agency_03,SKU_01,201403,3607.524,25.23589744,1258.589908,1069.906792,188.683116,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,1538040,217280
Agency_24,SKU_03,201403,17.2584,30.85617978,1331.46081,1070.709872,260.750938,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,42122,93027
Agency_05,SKU_03,201403,1309.185,29.7328125,1369.744537,1162.863169,206.881368,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,3044268,182944
Agency_27,SKU_06,201403,51.192,32.43030303,1125.803869,1019.767046,106.036823,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,1588818,218862
Agency_49,SKU_34,201403,0.0,28.46372549,0.0,0.0,0.0,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,1880416,154532
Agency_23,SKU_04,201403,11.6937,30.85617978,2058.593281,1711.080005,347.513276,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,49101,90240
Agency_02,SKU_01,201403,9818.82,28.89534884,1220.674713,1024.480884,196.193829,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,3137874,240809
Agency_27,SKU_01,201403,2429.784,32.43030303,1182.396297,1066.328258,116.068039,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,1588818,218862
Agency_05,SKU_14,201403,0.0,29.7328125,0.0,0.0,0.0,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,3044268,182944
Agency_44,SKU_01,201403,0.0,26.25575221,0.0,0.0,0.0,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,31613,121781
Agency_03,SKU_02,201403,1238.868,25.23589744,1258.099866,1098.055973,160.043893,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,1538040,217280
Agency_49,SKU_04,201403,2997.2295,28.46372549,2037.271932,1665.81517,371.456762,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,1880416,154532
Agency_44,SKU_02,201403,0.0,26.25575221,0.0,0.0,0.0,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,31613,121781
Agency_02,SKU_02,201403,11348.64,28.89534884,1220.226995,1027.107596,193.119399,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,3137874,240809
Agency_27,SKU_02,201403,888.516,32.43030303,1165.972202,1050.43749,115.534712,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,1588818,218862
Agency_23,SKU_21,201403,0.0,30.85617978,0.0,0.0,0.0,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,49101,90240
Agency_45,SKU_01,201403,88.128,33.86666667,1227.574434,1196.187959,31.386475,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,176318,137609
Agency_03,SKU_05,201403,831.8505,25.23589744,1397.893091,1308.269957,89.623134,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,1538040,217280
Agency_59,SKU_03,201403,963.0015,26.3126087,1323.545301,1257.12217,66.423131,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,1219986,218902
Agency_60,SKU_03,201403,471.3912,26.3126087,1325.310962,1262.559953,62.751009,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,2180611,211936
Agency_44,SKU_05,201403,0.0,26.25575221,0.0,0.0,0.0,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,31613,121781
Agency_02,SKU_05,201403,2819.7795,28.89534884,1367.679863,1233.014927,134.664936,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,3137874,240809
Agency_27,SKU_05,201403,90.6741,32.43030303,1605.929828,1478.8196,127.110228,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,1588818,218862
Agency_45,SKU_02,201403,48.384,33.86666667,1245.462611,1245.462611,0.0,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,176318,137609
Agency_11,SKU_04,201403,153.2961,29.7525,2044.339598,1728.66508,315.674518,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,135561,100461
Agency_45,SKU_05,201403,325.3149,33.86666667,1498.420971,1498.420971,0.0,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,176318,137609
Agency_24,SKU_21,201403,0.0,30.85617978,0.0,0.0,0.0,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,42122,93027
Agency_48,SKU_01,201403,4387.3845,28.46372549,1291.34884,1131.910693,159.438147,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,1739969,210213
Agency_23,SKU_03,201403,12.267,30.85617978,1331.940022,1045.331621,286.608401,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,49101,90240
Agency_07,SKU_03,201403,797.86275,29.7525,1370.002505,1166.270342,203.732163,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,1868030,175785
Agency_45,SKU_04,201403,147.4173,33.86666667,2059.439504,1957.206451,102.233053,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,176318,137609
Agency_44,SKU_04,201403,0.0,26.25575221,0.0,0.0,0.0,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,31613,121781
Agency_60,SKU_23,201403,0.0,26.3126087,0.0,0.0,0.0,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,2180611,211936
Agency_49,SKU_03,201403,9749.385,28.46372549,1413.120899,1311.023324,102.097575,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,1880416,154532
Agency_11,SKU_03,201403,188.9118,29.7525,1375.586444,1171.699491,203.886953,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,135561,100461
Agency_45,SKU_08,201403,9.2655,33.86666667,1587.990772,1587.990772,0.0,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,176318,137609
Agency_07,SKU_01,201403,9374.4,29.7525,1243.473537,1070.115975,173.357562,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,1868030,175785
Agency_45,SKU_03,201403,41.7078,33.86666667,1338.381005,1338.381005,0.0,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,176318,137609
Agency_07,SKU_02,201403,727.812,29.7525,1260.456219,1141.481187,118.975032,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,1868030,175785
Agency_07,SKU_05,201403,100.8342,29.7525,1496.623595,1361.891212,134.732383,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,1868030,175785
Agency_07,SKU_04,201403,1976.68275,29.7525,2027.047081,1701.379947,325.667134,557166363,828278650,0,0,0,0,0,0,0,0,0,0,0,1,1868030,175785
Agency_49,SKU_23,201503,0.0,25.86022727,0.0,0.0,0.0,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1880416,154532
Agency_39,SKU_01,201503,5993.568,23.60811966,1347.112443,1018.555185,328.557258,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1448423,131411
Agency_39,SKU_07,201503,11.0625,23.60811966,1425.341314,1390.927118,34.414196,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1448423,131411
Agency_39,SKU_02,201503,5067.144,23.60811966,1348.240437,1131.718335,216.522102,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1448423,131411
Agency_01,SKU_01,201503,87.372,20.31290323,1302.620523,1181.618015,121.002508,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,153733,120207
Agency_39,SKU_05,201503,7107.405,23.60811966,1592.2513,1294.219041,298.032259,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1448423,131411
Agency_38,SKU_21,201503,0.0,23.60811966,0.0,0.0,0.0,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1515841,173884
Agency_01,SKU_02,201503,53.46,20.31290323,1306.753662,1134.347222,172.40644,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,153733,120207
Agency_01,SKU_05,201503,16.3584,20.31290323,1660.976013,1443.875853,217.10016,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,153733,120207
Agency_38,SKU_01,201503,14068.725,23.60811966,1328.759683,1055.209143,273.55054,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1515841,173884
Agency_12,SKU_01,201503,13658.5425,23.60811966,1335.92907,1055.600573,280.328497,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1596955,205376
Agency_38,SKU_07,201503,134.52,23.60811966,1424.506913,1417.996566,6.510347,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1515841,173884
Agency_12,SKU_07,201503,8.4075,23.60811966,1500.333899,1429.506779,70.82712,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1596955,205376
Agency_39,SKU_04,201503,2433.759,23.60811966,2065.986505,1694.658395,371.32811,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1448423,131411
Agency_38,SKU_02,201503,5216.292,23.60811966,1326.642218,1228.326134,98.316084,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1515841,173884
Agency_12,SKU_02,201503,4334.58,23.60811966,1343.978434,1120.531065,223.447369,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1596955,205376
Agency_38,SKU_05,201503,3364.143,23.60811966,1595.506361,1395.628808,199.877553,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1515841,173884
Agency_55,SKU_02,201503,697.572,22.76538462,1269.424483,1175.710989,93.713494,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,2025793,238553
Agency_12,SKU_05,201503,1641.52725,23.60811966,1509.191249,1299.404949,209.7863,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1596955,205376
Agency_01,SKU_11,201503,6.5604,20.31290323,1776.44229,1707.094384,69.347906,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,153733,120207
Agency_55,SKU_05,201503,110.4831,22.76538462,1592.995267,1503.334476,89.660791,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,2025793,238553
Agency_18,SKU_01,201503,12.312,32.69462366,1337.375,1237.0625,100.3125,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,60189,135477
Agency_25,SKU_05,201503,788.718,28.03956044,1503.88026,1328.464323,175.415937,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,53598,95032
Agency_36,SKU_22,201503,12.6096,27.54736842,1818.143141,1816.672119,1.471022,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,13110,94238
Agency_25,SKU_04,201503,32.2695,28.03956044,2082.125346,1703.962299,378.163047,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,53598,95032
Agency_53,SKU_04,201503,2521.23825,25.8,1950.709292,1757.046038,193.663254,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1729177,111048
Agency_01,SKU_04,201503,153.0405,20.31290323,2018.94125,1769.731615,249.209635,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,153733,120207
Agency_55,SKU_01,201503,6991.38,22.76538462,1262.485976,1072.584084,189.901892,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,2025793,238553
Agency_18,SKU_02,201503,114.912,32.69462366,1337.375,1205.982456,131.392544,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,60189,135477
Agency_36,SKU_04,201503,0.0,27.54736842,0.0,0.0,0.0,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,13110,94238
Agency_18,SKU_05,201503,443.9133,32.69462366,1498.861217,1317.516534,181.344683,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,60189,135477
Agency_39,SKU_03,201503,282.141,23.60811966,1394.713693,1286.425634,108.288059,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1448423,131411
Agency_38,SKU_04,201503,2395.611,23.60811966,2059.155427,1882.983575,176.171852,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1515841,173884
Agency_53,SKU_01,201503,5982.768,25.8,1325.175004,1185.106877,140.068127,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1729177,111048
Agency_53,SKU_07,201503,11.9475,25.8,1322.469152,1316.966441,5.502711,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1729177,111048
Agency_25,SKU_03,201503,2.8764,28.03956044,1392.287234,1272.423342,119.863892,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,53598,95032
Agency_55,SKU_04,201503,1790.6055,22.76538462,2085.237526,1769.013022,316.224504,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,2025793,238553
Agency_12,SKU_04,201503,1963.647,23.60811966,2017.314732,1771.455504,245.859228,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1596955,205376
Agency_18,SKU_04,201503,257.9004,32.69462366,2001.760564,1757.27058,244.489984,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,60189,135477
Agency_01,SKU_03,201503,29.61,20.31290323,1431.824772,1357.035411,74.789361,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,153733,120207
Agency_53,SKU_02,201503,8985.2775,25.8,1326.824932,1217.538135,109.286797,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1729177,111048
Agency_48,SKU_04,201503,3006.11175,25.86022727,2009.954126,1537.785482,472.168644,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1739969,210213
Agency_53,SKU_03,201503,243.3942,25.8,1466.32675,1429.947581,36.379169,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1729177,111048
Agency_43,SKU_01,201503,586.656,22.51526718,1281.285643,1219.833584,61.452059,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,184082,106262
Agency_53,SKU_05,201503,5058.963,25.8,1529.738295,1387.844191,141.894104,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1729177,111048
Agency_43,SKU_02,201503,364.824,22.51526718,1280.765685,1169.731236,111.034449,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,184082,106262
Agency_36,SKU_03,201503,13.1976,27.54736842,1279.531506,1188.301964,91.229542,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,13110,94238
Agency_37,SKU_04,201503,0.0,30.57,0.0,0.0,0.0,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,32769,96761
Agency_52,SKU_01,201503,169.236,32.69462366,1350.643382,1324.875433,25.767949,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,149811,131764
Agency_53,SKU_24,201503,0.0,25.8,0.0,0.0,0.0,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1729177,111048
Agency_43,SKU_05,201503,458.0991,22.51526718,1629.739388,1404.864978,224.87441,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,184082,106262
Agency_48,SKU_02,201503,585.144,25.86022727,1269.315104,1237.18073,32.134374,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1739969,210213
Agency_37,SKU_18,201503,1.4382,30.57,1304.920213,1304.920213,0.0,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,32769,96761
Agency_48,SKU_05,201503,1453.14975,25.86022727,1601.835898,1448.272565,153.563333,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1739969,210213
Agency_25,SKU_21,201503,0.0,28.03956044,0.0,0.0,0.0,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,53598,95032
Agency_52,SKU_02,201503,1238.868,32.69462366,1349.532807,1281.056714,68.476093,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,149811,131764
Agency_18,SKU_03,201503,0.0,32.69462366,0.0,0.0,0.0,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,60189,135477
Agency_38,SKU_03,201503,1911.7905,23.60811966,1395.965391,1340.235756,55.729635,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1515841,173884
Agency_50,SKU_01,201503,2541.564,27.10634921,1325.125131,1139.756061,185.36907,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,2057678,144594
Agency_52,SKU_05,201503,928.9785,32.69462366,1588.776296,1394.904081,193.872215,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,149811,131764
Agency_55,SKU_03,201503,3276.558,22.76538462,1410.60714,1173.479438,237.127702,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,2025793,238553
Agency_43,SKU_04,201503,479.0583,22.51526718,2083.039955,1827.817853,255.222102,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,184082,106262
Agency_15,SKU_02,201503,268.812,23.60811966,1341.977027,1283.925676,58.051351,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,200260,104564
Agency_09,SKU_27,201503,0.0,30.93090909,0.0,0.0,0.0,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1646094,213511
Agency_15,SKU_05,201503,176.4918,23.60811966,1512.849232,1370.943221,141.906011,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,200260,104564
Agency_50,SKU_02,201503,13187.6625,27.10634921,1363.010723,1133.753756,229.256967,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,2057678,144594
Agency_12,SKU_03,201503,467.3304,23.60811966,1401.380461,1272.475635,128.904826,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1596955,205376
Agency_48,SKU_03,201503,7197.9375,25.86022727,1497.080867,1408.274497,88.80637,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1739969,210213
Agency_50,SKU_05,201503,5257.053,27.10634921,1599.58059,1167.140902,432.439688,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,2057678,144594
Agency_53,SKU_15,201503,12.6096,25.8,2876.706146,2706.448463,170.257683,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1729177,111048
Agency_46,SKU_01,201503,5768.496,25.86022727,1316.965388,1164.056278,152.90911,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1709754,212229
Agency_09,SKU_03,201503,6227.49075,30.93090909,1453.649061,1319.083499,134.565562,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1646094,213511
Agency_52,SKU_04,201503,285.1218,32.69462366,2068.496581,1579.121105,489.375476,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,149811,131764
Agency_38,SKU_14,201503,7.9662,23.60811966,2758.770806,2758.770806,0.0,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1515841,173884
Agency_49,SKU_34,201503,0.0,25.86022727,0.0,0.0,0.0,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1880416,154532
Agency_46,SKU_02,201503,4697.676,25.86022727,1315.812007,1195.567665,120.244342,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1709754,212229
Agency_43,SKU_03,201503,214.038,22.51526718,1403.755146,1199.321672,204.433474,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,184082,106262
Agency_48,SKU_07,201503,27.8775,25.86022727,1486.491283,1288.298063,198.19322,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1739969,210213
Agency_49,SKU_04,201503,3143.17725,25.86022727,2065.822421,1661.735102,404.087319,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1880416,154532
Agency_46,SKU_05,201503,4312.03575,25.86022727,1537.92524,1298.245306,239.679934,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1709754,212229
Agency_15,SKU_04,201503,227.2284,23.60811966,2036.117372,1806.383552,229.73382,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,200260,104564
Agency_56,SKU_03,201503,8111.445,22.76538462,1400.476927,1029.73785,370.739077,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1901290,206553
Agency_49,SKU_01,201503,3811.968,25.86022727,1357.446326,1334.939075,22.507251,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1880416,154532
Agency_56,SKU_01,201503,5763.312,22.76538462,1270.232112,886.7669995,383.4651125,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1901290,206553
Agency_08,SKU_01,201503,191.916,27.10634921,1353.571109,1264.21367,89.357439,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,71662,123610
Agency_50,SKU_04,201503,3895.0245,27.10634921,2002.42378,1581.350563,421.073217,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,2057678,144594
Agency_52,SKU_03,201503,30.7944,32.69462366,1422.603752,1422.603752,0.0,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,149811,131764
Agency_49,SKU_07,201503,10.62,25.86022727,1486.8,1486.8,0.0,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1880416,154532
Agency_56,SKU_02,201503,73.008,22.76538462,1266.833233,1166.607873,100.22536,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1901290,206553
Agency_56,SKU_05,201503,62.1747,22.76538462,1627.329031,1318.855835,308.473196,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1901290,206553
Agency_08,SKU_02,201503,3.672,27.10634921,1357.9375,1255.038603,102.898897,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,71662,123610
Agency_46,SKU_04,201503,3372.25875,25.86022727,2034.524672,1515.003297,519.521375,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1709754,212229
Agency_48,SKU_23,201503,0.0,25.86022727,0.0,0.0,0.0,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1739969,210213
Agency_49,SKU_02,201503,3687.552,25.86022727,1357.088441,1335.466328,21.622113,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1880416,154532
Agency_08,SKU_05,201503,5.112,27.10634921,1518.549296,1404.392165,114.157131,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,71662,123610
Agency_49,SKU_05,201503,2352.351,25.86022727,1601.090704,1429.754907,171.335797,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1880416,154532
Agency_15,SKU_03,201503,124.8696,23.60811966,1422.554002,1326.78878,95.765222,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,200260,104564
Agency_49,SKU_03,201503,8401.965,25.86022727,1495.061341,1398.142724,96.918617,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1880416,154532
Agency_48,SKU_17,201503,0.0,25.86022727,0.0,0.0,0.0,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1739969,210213
Agency_15,SKU_01,201503,1728.756,23.60811966,1337.943247,1092.058265,245.884982,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,200260,104564
Agency_08,SKU_04,201503,165.7566,27.10634921,2065.915262,1905.271921,160.643341,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,71662,123610
Agency_09,SKU_21,201503,0.0,30.93090909,0.0,0.0,0.0,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1646094,213511
Agency_48,SKU_28,201503,0.0,25.86022727,0.0,0.0,0.0,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1739969,210213
Agency_32,SKU_14,201503,7.7106,22.80394737,2896.49155,2779.35,117.14155,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1199179,126063
Agency_50,SKU_03,201503,423.3384,27.10634921,1496.255013,1361.72174,134.533273,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,2057678,144594
Agency_56,SKU_04,201503,2273.4345,22.76538462,2087.367279,1611.842126,475.525153,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1901290,206553
Agency_10,SKU_04,201503,1424.71425,28.11162791,2078.086757,1843.935374,234.151383,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1716027,117463
Agency_11,SKU_03,201503,107.6112,28.11162791,1478.403628,1392.894985,85.508643,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,135561,100461
Agency_31,SKU_01,201503,302.94,31.39411765,1262.558306,1205.093339,57.464967,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,181063,102731
Agency_46,SKU_03,201503,1772.2005,25.86022727,1463.1031,1381.377603,81.725497,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1709754,212229
Agency_42,SKU_03,201503,754.4625,25.8,1412.643956,1332.795285,79.848671,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,175794,110057
Agency_05,SKU_23,201503,0.0,27.10634921,0.0,0.0,0.0,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,3044268,182944
Agency_08,SKU_03,201503,8.7138,27.10634921,1433.71385,1345.009812,88.704038,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,71662,123610
Agency_09,SKU_01,201503,5389.092,30.93090909,1378.597238,1153.609827,224.987411,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1646094,213511
Agency_31,SKU_02,201503,32.616,31.39411765,1254.308361,1239.621689,14.686672,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,181063,102731
Agency_31,SKU_05,201503,15.3999,31.39411765,1691.826602,1595.718689,96.107913,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,181063,102731
Agency_10,SKU_23,201503,0.0,28.11162791,0.0,0.0,0.0,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1716027,117463
Agency_09,SKU_02,201503,1583.172,30.93090909,1382.029867,1147.151656,234.878211,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1646094,213511
Agency_13,SKU_01,201503,11196.6825,23.60811966,1336.505854,1071.680973,264.824881,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1520066,110666
Agency_10,SKU_32,201503,148.6953,28.11162791,1736.476589,1529.643877,206.832712,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1716027,117463
Agency_09,SKU_05,201503,1421.583,30.93090909,1529.986278,1386.385544,143.600734,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1646094,213511
Agency_13,SKU_07,201503,11.505,23.60811966,1487.891264,1482.153911,5.737353,515468092,871204688,0,0,0,0,0,0,0,0,0,0,0,1,1520066,110666
